filename,label,transcript
audio_816.wav,2.0, The most of the Odavins are the most of the Devices. The favorite hobby is to watch movies and I used to watch the movies which gives us a course which is a comedy movie and I used to watch with my family and the tools needed for this hobby or the televisual and mobile etc. and I used to watch movies which gives us a family and a entertainment and thriller movies and I don't like to watch movies which are horror movies etc.
audio_1197.wav,2.0," My goal in life for ultimately to achieve success in my life, my goals are to also have happiness, prosperity and in every area in my life and the freedom and the peace within to be able to own my carry goals. My goals are also heavy influenced on the hardships my parents have had to endure such as facing ridicule for the simple fact of being immigrants. That is extremely difficult and the endured YouTube unemployment and living inequality and the low degree of education the receive from their countries. My goals are so important to me because I view it as way out of badly getting my out of harder life."
audio_840.wav,2.0, My hobby is watching TV and web series and movies. I like the most about the interior and movies and his action. I like to interpret the habit of the interior and I just like to practice the dance and way of talking of his style. I like the most habits of him and so much interest about his behavior and his humanity and his goodness and his looks. Whatever the things I am most attractive towards him and just it's my hobby to see in the big screen like that. And I just want to remember his name every day and I am so much involved with him and his a good person. And he looks at the hood and I...
audio_821.wav,2.0," My favorite hobby is playing cricket. I like to play cricket with my friends. And I regularly go to ground with my friends on cricket. And I enjoy a lot of while playing cricket. Because why I listed as a favorite hobby is cricket, it is a team work. So that's why."
audio_538.wav,2.5," I recently visited Tirumala. Such a wonderful place. I have come here and along my friends, planned to move on Tirumala on train. It is a wonderful fascinating journey. A lot of memories are grabbed, grabbing in that journey and bonding also. Tirumala is a sambar and dosa, is a favorite dish, some all-sample. It is a good..."
audio_752.wav,2.0," My hobby is to play basically a Canada musician. I have started learning to sing from my childhood. I like singing, I love singing, I enjoy singing very much. And during my singing journey, I will go to a temple yard my home where they will perform bachelors. Every Saturday I go and sing there, all the songs I know, related to the temple, the God in that temple. And I enjoy singing very much, there will be so many people singing along with me. I like to sing alone as well as sing with others. So I have participated in many group songs and so on."
audio_771.wav,2.5, My favorite hobby is to irritate my best friend because it uses lots of Trillon enjoyment to me. It is a time pass. We were that's because we both also enjoyed. We got some memories. We almost want to spend more time and it is my favorite hobby because he treats me like a king. So I always want to irritate him. He also likes to irritate me because we both have same mindset and mental vibes. We both have same mindset. That's why we are close to each other. It is a part of our hobby. So that's we enjoy with a lot and we spend more time.
audio_1032.wav,2.0," My favorite place to visit is Kerala. It's so beautiful with greenery and board traveling. And there are many favorite places like Waienard, some more like the full of greenery and nature, peaceful mind. And there was many food slides that were prepared with coconut. And the duration was so good. And I like to travel more like Kerala's and Himalayas and much more like places to enjoy myself, to take my time to myself, to around explore by me. And that's all."
audio_944.wav,2.0," in my school playground, my friends met together and divided into team and we play for first trainings and after that again we play second endings. After that we will play another game."
audio_1105.wav,2.5," All my friends are here, waiting to visit Lakshadvik. It is a beautiful place which are coming under the region of India. It is very convenient to go and recently Prime Minister also visited this place and all social media is very exposed to this place. That is why we are interested to visit Lakshadvik and explore the places which are mainly highlighted in those areas and experience the food too."
audio_66.wav,2.5, My topic is to describe about the same of the crowded market. Once in a week we go to the market by the vegetables and the items for food. Today morning I went to the market along with my mom. It was very crowded literally. I felt little bit nervous to walk in such crowds and to buy vegetables. What we needed. The vegetable was full. The market was full of vegetables. And my favorite food item is potato curry. Every time we go to the market we buy at least 2 kilos of potato. Today due to the high rates we did not buy it. The market was full of crowd and with high cost of the market.
audio_1019.wav,2.0," I have a very large playground in my school. We play cricket, Kabaddi. In my playground, my PET was very good to teach us how to play different games in very games. Patiently, he encouraged us to play the games. We are very early waiting to play the games at that time."
audio_1330.wav,2.5," I think the goal that I am actually very nice to be happy, completely happy, because I think in this generation it's not easy to achieve. And also just being here, I like to achieve my small means of life such as having my own space, because it's not easy to live with my parents right now. I think that this may really go as of the moment, what challenges would you face? I think that the budgeting, because it's not easy to have your own space when you are sure to be the budget, that's why I think that it's the right point of achieving that goal as of the moment. But not the way to just be focused on the payment of the budget, it really goes as I think the idea of living, the idea of being alone and having my own space. I think that's what makes me focus."
audio_658.wav,2.0," It was a fine morning, me and my friend went to the market to buy some things. The market was very crowded. There were many people selling vegetables, fruit and vegetables, etc. They were green vegetables and fruits present, which was very attractive to my eyes and my stomachs. I just started giving sound and so hungry I have to buy and go. But it was so crowded. I could hear the people walking here and there buying so many things. Those my shopkeepers were shouting tomato, cucumber, radish, cabbage, etc. etc. The morning from the morning to evening."
audio_908.wav,2.5, The best day of my life is event Monali with my friends and the the degrees of 10 days and the best day of my life is when we went to Rotarkas and we had a lot and so it's for all of you that to visit the place of Rotarkas where you can experience many many many many jollfulness and excitement of to see the mountains the days today and the cold and the loneliness have made my it's special actually and I think I feel chill there while when I think about the day which was possible and the end there are a lot as much as possible I reference all to visit the place where Rotarkas and Monali
audio_893.wav,2.5," The best day that happened in my life is when I probably my friend using our bicycle. The experience of our unity every time someone gets into plotting their tires without each others but times to just continue our journey towards goals and if that happened, if that never happened, our bandit would never really be closed. We're going to be really close friends. It's a special day."
audio_1297.wav,2.0," My top keys to describe the best day of my life. I thought that I felt very happy and enthusiastic the year before because I am very poor at cooking. But I know how to cook tiffins and maggi like that only the fast food items. I don't know how to cook the dal and the rasam. But on the day my mother felt sick, I need to cook on the day to my mother and to prepare for myself. I watched a new youtube video then I started cooking the dal. Initially I felt very nervous whether it tastes good or not. But once I watched the video I started cooking it resulted very good way. Everyone likes the dal and asked me to cook dhali. That was my best."
audio_545.wav,3.0," So describing the favorite place of my is Vrindavan. First of all, we book our tickets and we go by a train to the Vrindavan. It is a very beautiful place and everyone must have to visit. Vrindavan is the place of Lord Krishna. We are talking about local foods or dishes. So let's see which is made up of curd is very famous and I love so much. Other than that, there is no particular time or season. The holy is a special season and they play holy for a month. So yeah, this is all about Vrindavan."
audio_1332.wav,3.0," It's very very good in life. So what makes this code important to you? What challenges are you faced to achieve this goal? And what they wish you to stay focused and better mean on the path to achieving your goal? So first, what makes this goal? So first, my goal in life is to work in EVPO role. And after that, what challenges? So the challenges in working in the BVPO is the job application because we need to communicate the recovery through the operations using the language. And what what they wish you to stay focused and better mean on the path to achieving your goal? So that's why I need to..."
audio_886.wav,3.5," My topic is about to describe the best day of my life. And the best day of my life is when I met my best friend. And I couldn't say his name, but he is such an understanding person. And he's such a mature person. And in every situation he understands me so well. And without him, I think my life wouldn't be like this. And he would have so many changes with him without him. And I would have missed someone who is so close to me. And so... So... who understands me so well, other than anyone. And I think, the day which I have met him, and without the day without meeting him, it will be so horrible that life was for me. And he changed so much in my life. And yes, the day is very special."
audio_759.wav,3.0, My favorite hobby is about playing shettling. It's one of the most enjoyable hobbies and I used to play everyday with shettling. I enjoy practicing with my own and with all my friends because it makes me more and more competitive day by day. It increases the sportier skills and healthy fit towards my mental and physical happiness. It makes me fit and I enjoy playing shettling everyday. I practice with my friends and one of my friends suggested me this when I was 5 years old.
audio_754.wav,3.0, My hobbies are reading books and singing dancing and making dishes but my favorite hobbies are singing and dancing and the most enough my hobbies and I don't I require some tools for singing and dancing or my mobile for singing the lyrics by seeing the lyrics in the mobile and for dancing there is some equipments like our guitar etc. etc. to dance and I practice by my own self I don't require others even I prefer sometimes with enjoying or practicing my hobby with others also and my favorite hobbies are these and I enjoy the most.
audio_964.wav,3.5," The school playground provides a safe outdoors environment within the school that stimulated children to use it creative energy here in interactions with one another. The most innovative schools always have large, open playgrounds with interesting play equipment that leaves many options for creativity. Children are shifted in classroom based for many hours of age. They are given breaks in between where they go outdoors to the playground. The key to these playgrounds is choice. Use the play equipment from underfield, jump rope, play basketball or create some new game to challenge. Friends, a good playground will be large with many different surfaces. To stimulate, choice or leave options open, the playgrounds must be spacious and outdoors, but they must also..."
audio_199.wav,3.0," My favorite hobby is cooking. So in the time of cooking, I am feeling very happy. I enjoy practicing cooking. I cook to prefer with my own. After cooking, I will use it to serve my cooking ingredient to all the people in my home. They enjoy it and they give compliments on my cooking. I use it to prepare most of the time with the rice items, like a piliami, gobi manjuri. This hobby is like I am feeling very happy to cooking and serving everyone in my home."
audio_1337.wav,3.5," So the greatest goal that I have right now is to be able to be a successful programmer because being a programmer is already in my profession, in my programming student. Although I know that once I graduated there will be a lot of challenges especially there are already a lot of competitions in another application right now since information, courses are already increasing and old but it will not make me discourage instead, it will motivate me to study more so that I can be a work full applicant."
audio_741.wav,3.5," I don't know if it was describing the same up at crowded market. There were so many people in the market and there were some sellers which were there to sell their vegetables and fruits in the market. And there were some buyers to buy their necessities like for vegetables, boots and some household groceries from the market. And there were in the market we are hearing so many people's toys and some vehicle sounds like lorries, cars, bikes, vehicles and etc. And some people's vegetables or fruits market are selling the fruits to buyers by telling the cost of that. And the crowded market scene was changed from morning to evening. From when we entered into the morning there was so much of crowd in the morning and there was also there was so much of crowd. And there was so much of crowd in the morning and there was so much crowd in the morning and there"
audio_859.wav,3.0, I woke up very early on my birthday because I had to dress up in a casual class for school. The day before all my candidates were ready that I would distribute in the classroom. My mother prepared my favorite breakfast and gave me big chocolate bar for lunch as well. I went to school and the whole class signed for me and congagiotch made. It was the turn to distribute sweets. My friend and wife went to teachers. It was a memorable day for me.
audio_1076.wav,3.0," My favorite place to visit is the Batahan. There is from here in Batahan, the Batahan is a very, very long ride. And also it is tiring ride because it is so very long, it's mid 10 hours. So we go to Batahan from here in Batangas. And also I can see a lot of tourist spots while on the travel. And then there are also a lot of foods, are dishes that I will love in this place. There's a lot of seafoods that I can be able to eat because it is near at the ocean. And it's the particular time or day that it is beautiful is during summer because there's a lot of rivers in there. So we have a funding during the time and it's also our vacation."
audio_116.wav,3.0," What are the people I buy in the market can be fruits, jam, brave, maybe services, paint, any equipment to the house, it can be the people to selling and the sounds can be would be the crowd of the noise of the industry, the cars, the people who work in the market, the sounds of the cash machine and the voice to the selling people. And the sounds of the birds, so animals."
audio_93.wav,3.0," I saw the people who are buying potatoes, tomatoes, per daily groceries. I should hear the voices and sounds in the market like 1 kg, 2 kg, 3 kgs, potatoes for that much of rupees. The crowd in the market changes from morning to evening. In morning times there are so many people who are buying and selling the products like vegetables in the market. In afternoon times there are less people who are coming in market to buy their needs. There are so much of crowd in morning and evening because of their time. They are used to buy and sell the items which are needed in only morning and evening times due to that convenient market crowd."
audio_151.wav,3.0,
audio_849.wav,3.5," I think my life would be different if I hadn't experienced this past day because I will miss my parents happiness and also positive or memorable experience. I might be missed. So then what makes this day special means that this day makes me special by my true happiness, excitement and nostalgia. I didn't forget this memorable day. I feel when thinking about the day, I am filled with joy and..."
audio_446.wav,3.0," School playground is one of the best memory for outreach students because a student is very eager in playing grimes that studying so every student memorable thing is playing and school playground is one of the best and best thing in the school than classrooms I used to play Khaveri and Kokou very often in school playground our school playground is surrounded by many trees, sand and it's very interesting thing that happened there is playing games and mostly the games will you increases the support units"
